title,number,url,assignees,labels,status,created_at,updated_at
[Jan 28/25] [Capital] Incorrect Deposit date appearing within the admin,1604,https://github.com/Shopify/money-support-operations/issues/1604,ronan-lee,2025-Q1,Monitoring,2025-02-04T16:16:07Z,2025-05-20T11:35:49Z
[Feb/25] Capital 2.0: Capital Flex,1608,https://github.com/Shopify/money-support-operations/issues/1608,ronan-lee,2025-Q1,In Progress,2025-02-07T11:19:33Z,2025-05-12T13:27:00Z
[Feb/25] Capital: Montly Fee GA,1609,https://github.com/Shopify/money-support-operations/issues/1609,ronan-lee,2025-Q1,Done,2025-02-07T13:07:18Z,2025-05-20T11:38:40Z
Support onboarding training,843,https://github.com/Shopify/merchant-tax-support/issues/843,"anna-banana90, FionnualaW",Audience: General Support,Done,2025-02-11T14:00:05Z,2025-02-19T22:25:56Z
Sunset email addresses coming into Merchant Tax Support unauthenticated,844,https://github.com/Shopify/merchant-tax-support/issues/844,FionnualaW,Audience: Merchant Tax Support,Done,2025-02-11T14:53:45Z,2025-03-19T04:43:04Z
Adding tag count for BPO teams,1613,https://github.com/Shopify/money-support-operations/issues/1613,dustdowney,,In Progress,2025-02-11T22:09:42Z,2025-02-11T22:09:42Z
Money Matters Data,1615,https://github.com/Shopify/money-support-operations/issues/1615,dustdowney,,Done,2025-02-12T21:36:48Z,2025-04-16T21:01:41Z
[Feb 2025] [Payments] Resolving Overlap in SP Support TMS > Money ,1617,https://github.com/Shopify/money-support-operations/issues/1617,EmmaPhelan,2025-Q1,Done,2025-02-14T11:33:40Z,2025-04-10T13:15:28Z
[Feb 2025] Shop Pay Installments integration to Shopify Payments via Stripe,1622,https://github.com/Shopify/money-support-operations/issues/1622,EmmaPhelan,2025-Q1,Done,2025-02-17T13:06:28Z,2025-05-20T12:31:52Z
SQL Walkthrough,1623,https://github.com/Shopify/money-support-operations/issues/1623,dustdowney,,Done,2025-02-18T16:53:28Z,2025-02-18T16:53:30Z
[Feb 2025] Balance - Rejections on Frozen/Cancelled stores,20,https://github.com/Shopify/Money-and-Product-Solutions/issues/20,SarahDono,SEV-3,In Progress,2025-02-19T09:23:47Z,2025-05-20T14:03:47Z
Stripe request info about a SP rejection Feb 19/2025,21,https://github.com/Shopify/Money-and-Product-Solutions/issues/21,SarahDono,SEV-5,Done,2025-02-19T19:33:49Z,2025-02-24T11:09:04Z
1099k forms for merchants who can't authenticate their store,848,https://github.com/Shopify/merchant-tax-support/issues/848,FionnualaW,"Subject: 1099-k, Audience: Merchants",Done,2025-02-19T22:30:46Z,2025-03-17T00:27:42Z
Old plans to make all tax engines use the shipping address to calculate taxes when possible if an order is mixed with digital and physical goods,849,https://github.com/Shopify/merchant-tax-support/issues/849,FionnualaW,,Done,2025-02-19T22:40:27Z,2025-02-28T02:11:22Z
New AvaTax account,850,https://github.com/Shopify/merchant-tax-support/issues/850,FionnualaW,"Type: Process change, Partner: Avalara, Audience: Merchant Tax Support",Done,2025-02-22T00:20:00Z,2025-02-22T00:51:19Z
[Feb 2025] Visa Compliance Disputes - New Stripe Process,1628,https://github.com/Shopify/money-support-operations/issues/1628,anyacasey,2025-Q1,In Progress,2025-02-25T17:57:03Z,2025-05-16T10:36:22Z
[Recurring Task] Data for MBR,1629,https://github.com/Shopify/money-support-operations/issues/1629,anyacasey,,Done,2025-02-25T18:10:15Z,2025-05-16T09:56:35Z
New Process for Enabling Stripe Requests,22,https://github.com/Shopify/Money-and-Product-Solutions/issues/22,EmmaPhelan,Support facing change,In Progress,2025-02-26T14:25:26Z,2025-04-10T16:30:49Z
Linking doc request tickets together,853,https://github.com/Shopify/merchant-tax-support/issues/853,FionnualaW,"Subject: Support Process, Audience: Money Support",Blocked,2025-02-28T02:14:33Z,2025-03-17T00:36:25Z
1099k/ Info Update Tickets in Stream One | Batch Doc Requests,19,https://github.com/Shopify/Money-and-Product-Solutions/issues/19,"EmmaPhelan, anyacasey, FionnualaW, dustdowney",help wanted,Done,2025-02-18T13:13:14Z,2025-05-06T14:30:30Z
Multi escalations retro,23,https://github.com/Shopify/Money-and-Product-Solutions/issues/23,SarahDono,SEV-3,Done,2025-03-04T08:55:29Z,2025-05-20T11:01:04Z
Mission X: Support Delivery Topics Assessment,24,https://github.com/Shopify/Money-and-Product-Solutions/issues/24,SarahDono,,In Progress,2025-03-10T13:40:36Z,2025-04-23T14:16:50Z
New Intake Request,1656,https://github.com/Shopify/money-support-operations/issues/1656,,Slack-intake,In Progress,2025-03-11T22:06:58Z,2025-03-11T22:06:58Z
[March 10th 2025] New process: Create a form URL in Abacus,855,https://github.com/Shopify/merchant-tax-support/issues/855,"anyacasey, FionnualaW","Type: Process change, Subject: 1099-k, Type: New product/feature, Subject: Support Process, Audience: Merchant Tax Support",Done,2025-03-17T01:08:50Z,2025-03-25T12:02:23Z
Button to switch reporting entity,856,https://github.com/Shopify/merchant-tax-support/issues/856,"anyacasey, FionnualaW","Type: Process change, Subject: 1099-k, Type: New product/feature, Audience: Merchant Tax Support",Done,2025-03-17T01:12:21Z,2025-03-25T12:02:09Z
Balance Business URL Enforcement,25,https://github.com/Shopify/Money-and-Product-Solutions/issues/25,SarahDono,Bug,Done,2025-03-19T08:51:37Z,2025-04-17T10:38:05Z
Celtic Complaints from Stripe March 2025,26,https://github.com/Shopify/Money-and-Product-Solutions/issues/26,SarahDono,,Done,2025-03-20T08:50:00Z,2025-05-15T13:15:09Z
Adding Streams to Observe,1671,https://github.com/Shopify/money-support-operations/issues/1671,dustdowney,,Done,2025-03-21T18:27:40Z,2025-04-16T21:01:32Z
Improve batching efficiency [ Refund / Unknown Charges ] ,1672,https://github.com/Shopify/money-support-operations/issues/1672,dustdowney,,On-Hold,2025-03-21T18:32:39Z,2025-03-21T18:33:08Z
Originating Fee Adjustments outreach request,27,https://github.com/Shopify/Money-and-Product-Solutions/issues/27,SarahDono,Merchant facing change,Done,2025-03-26T17:22:37Z,2025-03-26T18:02:02Z
Balance issue: Payout destination Update not syncing,28,https://github.com/Shopify/Money-and-Product-Solutions/issues/28,SarahDono,Bug,Done,2025-04-02T13:19:32Z,2025-05-15T13:13:41Z
[April/25] Potential updates to Tax numbers accepted in Canada,1685,https://github.com/Shopify/money-support-operations/issues/1685,FionnualaW,Slack-intake,In Progress,2025-04-02T14:55:21Z,2025-05-20T12:15:10Z
[March 2025] [Tax Support] 8 internal specialists to help out Tax,1687,https://github.com/Shopify/money-support-operations/issues/1687,FionnualaW,2025-Q1,Done,2025-04-03T08:16:49Z,2025-04-25T10:47:05Z
Handling Compromised Shopify Credit Accounts - Process Clarification,29,https://github.com/Shopify/Money-and-Product-Solutions/issues/29,SarahDono,documentation,In Progress,2025-04-03T17:47:22Z,2025-05-15T13:00:05Z
[April/25] Fraud Spike regarding MOTO transactions,1689,https://github.com/Shopify/money-support-operations/issues/1689,EmmaPhelan,"Slack-intake, 2025-Q2",In Progress,2025-04-03T15:18:24Z,2025-04-04T14:45:55Z
clarification on ACH reversal requests for 5/3rd accounts,30,https://github.com/Shopify/Money-and-Product-Solutions/issues/30,SarahDono,,In Progress,2025-04-04T15:31:31Z,2025-05-15T13:12:02Z
Exceptions to plan downgrades linked to billing cycle,1686,https://github.com/Shopify/money-support-operations/issues/1686,EmmaPhelan,Slack-intake,In Progress,2025-04-02T21:06:36Z,2025-04-11T14:29:30Z
[March 2025] [Payments] R16 Hold Process,1703,https://github.com/Shopify/money-support-operations/issues/1703,"EmmaPhelan, dustdowney",2025-Q1,,2025-04-10T14:38:45Z,2025-04-10T15:12:47Z
[April/25] [Credit] Dynamic Credit Lines,1711,https://github.com/Shopify/money-support-operations/issues/1711,ronan-lee,2025-Q1,In Progress,2025-04-14T11:37:12Z,2025-05-20T11:43:12Z
[April/25] Credit Issue: Unable to access card management section after AO transfer.,1714,https://github.com/Shopify/money-support-operations/issues/1714,ronan-lee,2025-Q1,In Progress,2025-04-15T11:39:31Z,2025-05-20T12:15:34Z
New Intake Request,1713,https://github.com/Shopify/money-support-operations/issues/1713,dustdowney,Slack-intake,,2025-04-14T20:37:55Z,2025-04-15T18:02:19Z
[Feb/25] Money Support/MPS Coordination,1718,https://github.com/Shopify/money-support-operations/issues/1718,ronan-lee,2025-Q1,In Progress,2025-04-17T17:12:22Z,2025-05-20T12:31:30Z
[March/25] Phone Support requirement for Balance & Credit,1719,https://github.com/Shopify/money-support-operations/issues/1719,ronan-lee,2025-Q1,In Progress,2025-04-18T08:37:02Z,2025-05-20T15:19:21Z
[25th of April 2025] [Automated Tax Filing] Manually enter details into PAP,1730,https://github.com/Shopify/money-support-operations/issues/1730,FionnualaW,"Topic:Tax, 2025-Q1",In Progress,2025-04-25T11:13:06Z,2025-04-25T11:18:53Z
[April/25] PSN/Money Collab,1737,https://github.com/Shopify/money-support-operations/issues/1737,ronan-lee,2025-Q1,In Progress,2025-04-30T15:51:18Z,2025-05-20T15:25:34Z
[May 1 | 2025] [Tax] TIN Requirements for Onboarding to Przelewy24,1739,https://github.com/Shopify/money-support-operations/issues/1739,anyacasey,2025-Q1,In Progress,2025-05-01T13:52:50Z,2025-05-16T09:22:39Z
[May 1/25] [Capital APR Pricing] Tax Documentation.,1740,https://github.com/Shopify/money-support-operations/issues/1740,ronan-lee,2025-Q1,In Progress,2025-05-02T13:54:44Z,2025-05-20T15:57:33Z
May 2025 | Updates for Shopify Tax Filing (Process Review Needed),31,https://github.com/Shopify/Money-and-Product-Solutions/issues/31,"anyacasey, FionnualaW",,In Progress,2025-05-06T13:56:47Z,2025-05-20T12:09:11Z
[May/25] Process update - Changing AO of a Dev store,1746,https://github.com/Shopify/money-support-operations/issues/1746,ronan-lee,Slack-intake,In Progress,2025-05-06T12:43:27Z,2025-05-12T14:18:43Z
Stream One Money Topic Launch Pilot,32,https://github.com/Shopify/Money-and-Product-Solutions/issues/32,"SarahDono, kendallkorn",,In Progress,2025-05-13T14:42:03Z,2025-05-19T15:01:06Z
[May/25] Ownership of Bank account updates for UK funding,1761,https://github.com/Shopify/money-support-operations/issues/1761,ronan-lee,2025-Q2,In Progress,2025-05-14T14:40:01Z,2025-05-14T14:45:24Z
Balance - Complete Bank Migration by closing accounts at Evolve Bank,33,https://github.com/Shopify/Money-and-Product-Solutions/issues/33,SarahDono,enhancement,In Progress,2025-05-16T09:44:24Z,2025-05-21T07:48:26Z
May 2025 | Failed Payouts Review/ Collab with PSN,1766,https://github.com/Shopify/money-support-operations/issues/1766,"EmmaPhelan, anyacasey, Melissa-Johnston",2025-Q1,In Progress,2025-05-16T09:57:28Z,2025-05-16T14:06:10Z
Capital- Pain point with standard balance letter,34,https://github.com/Shopify/Money-and-Product-Solutions/issues/34,SarahDono,Merchant facing change,In Progress,2025-05-16T11:33:29Z,2025-05-16T11:35:55Z
Balance- Identity Verification via Stripe (IDV),35,https://github.com/Shopify/Money-and-Product-Solutions/issues/35,SarahDono,enhancement,In Progress,2025-05-16T13:23:40Z,2025-05-16T13:24:46Z
EU Legislation: DAC7 Reporting ,584,https://github.com/Shopify/merchant-tax-support/issues/584,anyacasey,"Type: New product/feature, Subject: Support Process",Done,2023-05-30T17:50:55Z,2025-05-19T12:29:54Z
May 2025 | Refunds/ Credits for Incorrect Shopify Tax Filing Charges,36,https://github.com/Shopify/Money-and-Product-Solutions/issues/36,"anyacasey, FionnualaW",help wanted,In Progress,2025-05-20T08:45:23Z,2025-05-20T08:45:23Z
Reviewing Approach to TY 2024 Splits Process,845,https://github.com/Shopify/merchant-tax-support/issues/845,"anyacasey, anna-banana90, FionnualaW, tasha09",Ops Only,In Progress,2025-02-12T19:51:38Z,2025-05-20T09:36:25Z
[Feb 2025] TAX TOIL | Exploring Self-Serve Opportunities for Merchants,851,https://github.com/Shopify/merchant-tax-support/issues/851,anyacasey,,Done,2025-02-26T13:37:48Z,2025-05-21T13:46:50Z
May 2025 | MTS Automated Filing Issue,857,https://github.com/Shopify/merchant-tax-support/issues/857,anyacasey,,,2025-05-13T16:00:41Z,2025-05-13T16:00:41Z
[May 2025] Balance - Request for return on received debit: ymnw1t-j7.myshopify.com,37,https://github.com/Shopify/Money-and-Product-Solutions/issues/37,SarahDono,,In Progress,2025-05-20T16:02:43Z,2025-05-21T12:13:02Z
Stripe–Shopify Support Integration – Chat Transition & Issues,1769,https://github.com/Shopify/money-support-operations/issues/1769,dustdowney,,In Progress,2025-05-20T18:16:08Z,2025-05-20T18:23:46Z
MBR Automation Pipeline,1770,https://github.com/Shopify/money-support-operations/issues/1770,dustdowney,,Monitoring,2025-05-20T18:55:05Z,2025-05-20T18:58:31Z
Building QA Automations with Big Query.,1771,https://github.com/Shopify/money-support-operations/issues/1771,dustdowney,,In Progress,2025-05-21T00:58:38Z,2025-05-21T00:58:38Z
